GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
1400000US36047012000,36047012000,"Census Tract 120, Kings County, New York",304,38,50035,9571,77.0,13.5,60494,9957,3.6,3.2,16745,21025,18.8,11.1,8619,2345,7.2,7.0,4855,5577,7.2,10.3,4573,8,6.9,6.4,2448,1374,260,44,40203,11866,22.7,14.8,5297,4466,28.8,10.7,27772,14219,13.5,11.5,21657,8811,7.7,7.5,74790,26509,21.5,18.5,69975,15688,5.8,5.3,125660,29329,1443,384,11421,3014,4.7,3.6,27316,11352,0.0,2.2,-,**,0.0,2.2,-,**,94.3,4.4,10698,2910,0.0,2.2,-,**,1.0,1.8,4521,2185,0.0,2.2,-,**,2.0,2.3,13890,13971,3.7,3.1,28642,12311,36.8,(X),(X),(X),43.1,(X),(X),(X),20.5,(X),(X),(X)
1400000US36047012100,36047012100,"Census Tract 121, Kings County, New York",768,67,89970,11226,93.2,4.2,91310,12990,20.1,8.9,11334,4367,6.6,3.4,17069,2493,2.6,3.2,8020,3184,0.5,0.8,1250,84,6.8,4.3,8956,4355,425,94,96205,13997,1.6,2.2,N,N,36.9,17.0,N,N,35.3,15.7,N,N,11.8,11.0,N,N,4.7,4.6,N,N,9.6,11.7,N,N,1980,327,36291,5333,60.5,15.1,43719,7938,1.8,1.9,41592,60640,0.0,1.6,-,**,6.5,3.6,47350,15739,0.0,1.6,-,**,24.6,16.3,23277,9755,6.5,4.9,4003,3694,35.1,16.1,23673,7045,52.9,15.1,45348,9468,26.0,(X),(X),(X),34.8,(X),(X),(X),17.1,(X),(X),(X)
1400000US36047012200,36047012200,"Census Tract 122, Kings County, New York",1495,97,49957,5436,85.8,5.4,50727,5878,11.9,4.6,7043,3370,19.3,6.3,14922,4986,4.5,2.8,8845,2278,0.9,1.1,4071,3101,9.3,4.2,16918,7317,1000,120,50765,7010,9.5,5.5,24767,15051,37.4,8.2,31386,8282,26.1,7.4,74832,18920,17.4,7.1,55726,15842,4.7,4.0,81066,67188,4.9,4.9,74202,12047,5015,525,15536,1776,30.7,8.5,25187,5550,1.2,1.4,25861,14010,2.7,4.2,15765,398,39.1,7.9,10769,1943,0.0,0.6,-,**,24.9,8.0,10769,2912,1.3,1.2,12078,10778,42.8,7.3,12952,2371,16.1,5.2,33621,8830,36.0,(X),(X),(X),41.8,(X),(X),(X),31.1,(X),(X),(X)
1400000US36047012600,36047012600,"Census Tract 126, Kings County, New York",899,54,57269,11522,85.1,6.5,60283,12246,12.8,4.6,8013,3411,17.8,4.5,7944,1867,3.2,3.3,9255,371,5.0,3.8,5291,1833,6.0,3.1,25006,12787,696,71,54906,11353,11.4,7.4,N,N,47.7,11.2,N,N,22.7,8.4,N,N,10.6,4.9,N,N,2.2,2.6,N,N,5.5,3.7,N,N,3113,376,17307,3330,41.1,9.3,20453,5783,1.8,1.5,25522,21600,2.4,4.0,N,N,36.0,8.6,17954,5861,0.0,1.0,-,**,15.6,9.5,8868,3890,3.1,2.6,14795,13058,28.6,9.3,14165,4418,32.0,7.6,19158,6569,31.5,(X),(X),(X),34.2,(X),(X),(X),20.3,(X),(X),(X)
1400000US36047012700,36047012700,"Census Tract 127, Kings County, New York",1528,73,63240,12035,73.2,6.4,73658,14592,11.4,4.1,4295,2312,27.4,6.2,10615,1805,21.9,6.3,8731,1463,3.7,2.6,1749,1070,9.0,4.2,13470,6453,808,116,64056,13872,13.2,6.6,24002,12987,48.9,13.2,47507,18048,16.6,9.2,154139,65099,21.3,11.9,56798,15185,0.0,3.9,-,**,0.0,3.9,-,**,3712,317,26973,4874,27.5,5.0,51000,9595,43.0,5.3,17476,6182,0.6,0.7,N,N,3.8,2.9,66143,21894,0.0,0.9,-,**,21.8,5.1,12782,3098,3.3,2.5,3025,3656,37.8,6.0,14431,4234,18.1,4.4,69169,11171,39.3,(X),(X),(X),39.5,(X),(X),(X),30.4,(X),(X),(X)
1400000US36047012801,36047012801,"Census Tract 128.01, Kings County, New York",762,49,64679,12301,81.6,6.9,64575,14416,22.3,8.9,12565,9516,30.2,9.3,17257,2720,2.9,2.6,4823,2258,2.8,2.8,1319,1428,14.6,6.0,18695,7002,506,80,58892,9801,10.5,6.5,N,N,50.2,11.8,N,N,23.9,9.9,N,N,5.5,5.5,N,N,5.5,3.1,N,N,4.3,4.0,N,N,2131,224,24066,4963,42.8,9.7,29830,9276,2.1,2.5,28438,7983,0.8,1.3,N,N,48.5,10.4,20210,4636,0.0,1.5,-,**,4.6,5.7,15286,25867,1.2,1.5,-,**,11.6,7.5,11309,8719,35.4,9.1,34097,10611,43.4,(X),(X),(X),49.8,(X),(X),(X),31.9,(X),(X),(X)
1400000US36047012901,36047012901,"Census Tract 129.01, Kings County, New York",913,91,99187,11715,95.2,3.6,97140,12729,26.8,9.9,4336,2725,11.7,5.9,13226,2617,0.0,3.5,-,**,2.0,2.4,12856,8934,8.2,6.4,23239,13970,420,93,99748,20877,3.6,4.8,N,N,28.8,13.5,N,N,45.0,13.7,N,N,11.7,11.6,N,N,0.0,7.4,N,N,11.0,12.0,N,N,2487,318,38037,5442,54.4,9.2,50904,7447,5.3,3.5,45995,13053,0.6,1.0,N,N,7.4,4.9,39687,19061,0.0,1.3,-,**,27.9,9.4,13635,5002,4.3,3.3,22013,12089,31.1,9.0,16021,5596,50.9,8.7,52153,7463,31.1,(X),(X),(X),23.8,(X),(X),(X),19.8,(X),(X),(X)
1400000US36047012902,36047012902,"Census Tract 129.02, Kings County, New York",838,81,129889,26624,91.5,6.5,135544,28623,25.1,7.8,9943,4185,13.4,6.2,14409,2375,1.9,1.8,6394,3658,2.0,2.3,5200,3641,6.6,5.2,9376,5524,417,89,149549,47290,8.9,9.6,N,N,31.4,13.5,N,N,46.3,12.7,N,N,10.1,6.9,N,N,0.0,7.5,N,N,3.4,3.5,N,N,2027,312,54970,12060,62.0,8.6,64225,16361,12.4,5.8,52565,30012,0.0,1.6,-,**,8.2,4.4,57114,30051,0.0,1.6,-,**,12.7,6.7,27613,17017,4.7,3.3,9411,10926,24.9,10.2,27630,13279,56.5,9.1,66664,17396,23.4,(X),(X),(X),24.9,(X),(X),(X),19.6,(X),(X),(X)
1400000US36047013000,36047013000,"Census Tract 130, Kings County, New York",1879,113,63567,8482,79.0,6.3,68543,8879,18.0,5.0,7625,4304,25.2,6.4,16491,2168,4.3,3.7,13252,5855,9.2,5.9,4569,994,10.4,2.9,22435,11807,998,141,78364,12887,8.5,5.4,N,N,43.6,10.1,N,N,18.6,7.7,N,N,16.8,8.9,N,N,11.4,8.4,N,N,1.0,1.7,N,N,4971,479,25149,3182,64.0,10.6,27921,4876,2.4,1.6,35718,23333,0.0,0.7,-,**,16.0,4.7,23637,6495,0.0,0.7,-,**,15.4,9.7,14042,6102,2.3,2.5,22003,20195,26.2,8.2,20115,5149,53.7,9.3,28092,4500,33.4,(X),(X),(X),34.3,(X),(X),(X),28.2,(X),(X),(X)
1400000US36047013100,36047013100,"Census Tract 131, Kings County, New York",1851,107,141268,28551,88.8,5.7,148500,31597,30.5,6.8,19373,10900,14.9,7.2,11115,1620,3.0,4.1,8485,829,3.3,4.2,2368,3059,8.6,6.1,10981,6408,939,146,175450,54265,6.8,8.0,N,N,27.7,11.1,N,N,56.4,12.7,N,N,2.8,2.7,N,N,0.5,1.1,N,N,5.8,9.0,N,N,4304,435,61845,11826,61.7,9.3,76878,15148,12.1,3.5,53007,26831,0.5,0.9,N,N,6.1,4.0,67904,28064,0.0,0.8,-,**,18.2,10.4,14791,8469,1.4,1.1,56989,53109,25.2,9.6,24726,9880,55.6,8.6,79592,16811,20.2,(X),(X),(X),16.7,(X),(X),(X),15.9,(X),(X),(X)
1400000US36047013200,36047013200,"Census Tract 132, Kings County, New York",699,45,69316,11293,85.0,7.5,71547,11519,16.6,5.8,7351,5156,26.8,8.4,16996,3382,3.3,3.4,9257,6045,1.6,2.3,7627,4999,8.7,4.6,17239,7142,492,71,69459,14840,13.4,9.9,26238,11997,30.1,10.7,40873,8793,35.4,14.0,92053,25561,5.3,4.2,80923,21123,12.6,10.2,75879,48823,3.3,2.8,222938,67937,2147,266,23017,3745,46.0,11.1,33446,4627,0.6,0.9,N,N,0.0,1.5,-,**,51.3,11.4,13723,4003,0.0,1.5,-,**,1.0,1.3,15252,11108,1.2,1.2,29488,50443,13.1,6.0,28588,8360,34.7,10.5,33955,6351,45.8,(X),(X),(X),46.5,(X),(X),(X),27.0,(X),(X),(X)
1400000US36047013300,36047013300,"Census Tract 133, Kings County, New York",1751,124,153549,18424,94.8,3.7,149588,19570,37.3,7.6,14374,4543,15.3,5.3,23792,3668,1.1,1.2,1805,125,0.5,0.8,5350,25,6.1,2.9,25497,10118,1220,147,170178,25386,3.9,3.0,N,N,23.9,8.6,N,N,54.5,9.6,N,N,13.0,6.3,N,N,3.4,2.9,N,N,1.3,1.9,N,N,4614,437,59017,7015,77.3,6.2,63227,8809,5.7,3.1,38565,26120,0.0,0.7,-,**,10.8,5.1,61536,40052,0.0,0.7,-,**,0.7,0.7,N,N,5.6,2.7,20847,15430,12.9,4.6,26787,7700,67.8,7.0,68302,9587,18.3,(X),(X),(X),19.5,(X),(X),(X),14.5,(X),(X),(X)
1400000US36047013400,36047013400,"Census Tract 134, Kings County, New York",1464,85,84589,11706,87.4,4.3,83808,11524,17.6,7.3,6697,3149,24.5,6.0,16249,4107,4.2,3.2,11625,3978,0.5,0.8,-,**,16.1,5.8,28231,8344,967,123,89293,15686,12.0,6.2,47565,15630,40.3,10.6,54875,17192,23.8,8.5,130876,27936,12.9,7.5,104288,59197,5.2,4.9,116840,37464,5.8,5.1,186566,53526,4090,412,31295,4873,73.4,8.7,34960,5981,0.8,0.9,4344,688,0.0,0.8,-,**,16.8,7.0,23594,6785,0.0,0.8,-,**,6.0,5.0,18749,6807,3.0,3.4,17217,27045,10.1,5.6,25819,8229,70.1,8.8,34720,6112,33.9,(X),(X),(X),41.4,(X),(X),(X),24.4,(X),(X),(X)
1400000US36047013500,36047013500,"Census Tract 135, Kings County, New York",1564,66,165084,31071,94.2,3.1,167105,32639,29.7,7.1,11318,6279,8.2,3.0,21669,5123,1.2,1.8,9521,10,0.8,1.2,3042,14,6.3,2.4,20017,10669,737,106,215557,47819,6.2,4.0,N,N,21.6,8.3,N,N,63.5,9.3,N,N,3.1,4.8,N,N,3.9,3.4,N,N,1.6,2.6,N,N,3580,238,73638,13641,71.6,7.1,84629,18992,11.4,6.0,51097,31026,0.2,0.3,N,N,5.0,2.4,77512,16714,0.0,0.9,-,**,4.1,2.0,23544,10461,7.6,3.9,28064,7004,13.6,4.3,40401,11352,64.5,7.1,88507,19986,21.6,(X),(X),(X),22.3,(X),(X),(X),16.2,(X),(X),(X)
1400000US36047013600,36047013600,"Census Tract 136, Kings County, New York",1535,99,82533,12460,80.8,6.2,90977,14426,23.0,6.3,7910,3632,20.2,5.0,15579,2463,3.7,2.7,9468,4398,2.3,2.7,5786,1668,10.8,4.7,24782,10166,862,111,90654,15172,13.5,7.6,29497,9322,33.1,8.4,55242,11494,32.9,9.7,117727,25657,9.0,6.0,111274,39882,11.5,4.6,170346,48162,0.0,3.7,-,**,3826,372,33853,5406,80.3,6.8,36352,6150,1.3,1.2,48977,15461,1.3,1.4,7994,2334,10.9,4.1,28739,8958,0.0,0.8,-,**,5.2,6.0,15392,16256,1.0,1.4,N,N,13.0,8.0,20245,10950,72.9,8.5,37576,6675,35.6,(X),(X),(X),32.6,(X),(X),(X),24.9,(X),(X),(X)
1400000US36047013700,36047013700,"Census Tract 137, Kings County, New York",1369,67,113914,14420,88.1,4.2,118002,15792,31.6,7.1,14248,5667,17.8,5.2,15670,2524,4.2,2.7,7357,1503,2.6,2.1,4133,4904,7.7,3.9,22229,10616,654,105,153270,28827,6.9,6.6,N,N,27.4,8.8,N,N,52.4,9.8,N,N,5.5,4.4,N,N,7.0,5.9,N,N,0.8,1.4,N,N,3268,286,49171,6327,75.1,7.1,54221,7975,6.6,3.6,19005,9234,0.0,1.0,-,**,3.2,1.9,68529,26071,0.0,1.0,-,**,7.6,5.5,19808,8945,7.5,3.3,46749,18750,23.2,6.6,29196,8695,62.4,6.9,59817,8871,31.0,(X),(X),(X),29.8,(X),(X),(X),23.4,(X),(X),(X)
1400000US36047013800,36047013800,"Census Tract 138, Kings County, New York",1338,91,80054,12413,79.0,5.8,89198,14966,17.2,6.3,11707,5808,24.0,5.8,15250,2839,2.2,2.0,8403,1363,0.0,2.4,-,**,18.8,6.4,16707,6300,902,122,84693,17363,21.2,8.8,N,N,33.5,11.3,N,N,25.7,10.5,N,N,10.4,6.2,N,N,7.0,4.2,N,N,2.2,2.0,N,N,4020,563,28283,4919,88.3,5.1,27847,5361,0.0,0.8,-,**,0.0,0.8,-,**,8.5,4.2,19890,10142,0.0,0.8,-,**,2.1,2.3,80987,11155,1.0,1.5,25730,4984,19.7,8.5,23626,10713,70.6,8.8,29637,6117,25.9,(X),(X),(X),23.8,(X),(X),(X),16.2,(X),(X),(X)
1400000US36047013900,36047013900,"Census Tract 139, Kings County, New York",1512,122,115259,15717,91.1,4.2,115262,17100,29.8,6.0,8596,2977,17.7,4.8,17649,2488,2.1,2.3,9074,2636,1.3,1.3,1347,981,12.2,4.5,17611,7742,758,110,129220,23656,7.4,6.0,65279,27928,34.0,11.0,66389,12193,35.6,9.6,198638,57549,15.3,7.3,72996,18354,7.7,4.8,259741,47828,0.0,4.2,-,**,3747,343,47521,6711,71.3,7.2,53781,8855,10.2,4.6,27604,11329,0.6,0.7,-,**,8.5,3.6,55502,14194,0.0,0.9,-,**,4.0,3.2,24470,23298,5.3,3.2,12050,7183,17.2,4.2,39610,24505,62.4,7.0,52752,8591,23.1,(X),(X),(X),26.9,(X),(X),(X),18.2,(X),(X),(X)
1400000US36047014000,36047014000,"Census Tract 140, Kings County, New York",763,74,73333,12066,71.8,7.2,84902,14268,17.8,7.0,11848,5835,36.6,9.5,18430,2883,6.7,4.1,11406,4001,2.2,1.9,7776,4637,19.4,7.3,11547,4294,438,66,88133,16549,18.5,8.3,39322,16876,32.6,10.4,77888,24255,26.9,10.0,139248,42548,18.7,11.9,85537,24669,3.2,2.9,59557,22713,0.0,7.1,-,**,1873,198,30354,4884,87.8,6.6,30570,5199,0.0,1.7,-,**,0.0,1.7,-,**,6.0,5.1,31635,11097,1.3,1.9,N,N,1.2,1.5,31082,2915,3.6,2.8,25625,11641,12.0,6.3,20422,6377,79.7,8.6,31744,6101,39.4,(X),(X),(X),50.9,(X),(X),(X),23.5,(X),(X),(X)
1400000US36047014100,36047014100,"Census Tract 141, Kings County, New York",1391,95,130812,17563,90.2,4.7,129946,16975,23.5,7.3,39572,48542,8.7,3.3,14386,3680,0.7,1.1,9540,20,2.9,3.6,4730,8456,7.7,4.3,15954,6598,972,132,155104,25366,3.7,2.8,N,N,33.2,11.2,N,N,42.8,10.4,N,N,11.1,8.6,N,N,5.3,4.8,N,N,3.8,4.5,N,N,3891,428,47247,6926,66.4,9.6,57702,9434,8.1,5.8,33658,34531,0.0,0.8,-,**,10.3,7.2,33814,13692,0.0,0.8,-,**,13.0,7.9,13220,6008,2.1,1.4,46126,27111,23.1,9.1,17513,5818,57.5,10.4,62843,9942,23.8,(X),(X),(X),22.7,(X),(X),(X),18.1,(X),(X),(X)
1400000US36047014200,36047014200,"Census Tract 142, Kings County, New York",1339,73,58665,7258,73.1,8.4,67460,8358,16.4,6.5,5448,3908,24.2,7.1,15874,3477,6.4,4.5,11799,2549,5.0,4.0,6373,1675,9.3,4.7,17893,6210,696,115,63392,10269,24.3,11.0,29146,11547,19.0,8.8,42327,14129,31.9,10.3,86872,20947,9.9,7.2,61388,11296,9.6,6.5,84125,46767,5.3,5.0,120270,57511,2980,397,26857,3851,75.3,10.1,30386,4145,0.9,1.4,N,N,0.0,1.1,-,**,8.1,5.0,15716,7811,0.0,1.1,-,**,10.2,9.2,20368,12971,5.6,5.9,7664,9180,16.8,9.8,37718,21490,69.7,10.4,26947,3417,35.8,(X),(X),(X),38.5,(X),(X),(X),31.8,(X),(X),(X)
1400000US36047014300,36047014300,"Census Tract 143, Kings County, New York",1532,95,76789,9477,91.0,4.1,75540,9648,19.3,6.8,13836,8487,10.6,3.7,12352,2314,4.1,3.2,10235,3974,0.6,1.0,-,**,10.9,5.6,23315,7524,809,147,71500,11580,6.2,6.7,N,N,23.0,9.0,N,N,34.6,11.0,N,N,29.5,11.9,N,N,4.8,4.4,N,N,1.9,2.4,N,N,3788,432,32587,4793,42.7,8.9,46216,8171,3.2,2.3,46250,41295,0.3,0.4,N,N,9.0,4.3,38725,12108,0.0,0.9,-,**,37.5,9.6,15477,4192,7.3,3.9,27809,14530,53.4,7.8,17880,3965,29.4,6.5,56017,8507,24.3,(X),(X),(X),21.3,(X),(X),(X),18.9,(X),(X),(X)
1400000US36047014500,36047014500,"Census Tract 145, Kings County, New York",1742,98,79374,11422,88.2,4.9,80967,10998,18.8,5.7,9877,7284,11.9,5.1,10514,2010,4.7,3.1,8151,1234,1.3,1.3,5313,4861,3.6,2.6,6502,2371,834,122,82571,8485,9.6,6.8,N,N,31.1,10.6,N,N,36.7,9.9,N,N,10.4,6.7,N,N,3.6,4.7,N,N,8.6,8.3,N,N,4534,352,31348,4714,59.6,7.9,32130,6420,5.2,3.4,73350,47510,1.6,2.4,N,N,7.6,4.0,44291,25503,0.0,0.7,-,**,24.7,6.5,19238,3469,1.3,1.0,19127,19538,37.0,7.6,19962,2565,47.4,7.2,34993,7861,25.1,(X),(X),(X),22.3,(X),(X),(X),22.1,(X),(X),(X)
1400000US36047014700,36047014700,"Census Tract 147, Kings County, New York",845,84,99163,16648,95.1,2.6,95200,16167,20.7,7.5,25402,32818,8.6,4.3,14160,6000,4.6,3.1,9677,3903,2.0,2.3,2141,2275,4.9,2.8,28993,16794,453,92,119687,28571,3.1,4.0,N,N,24.1,9.5,N,N,36.6,12.7,N,N,16.3,12.9,N,N,9.7,11.2,N,N,10.2,7.9,N,N,2328,361,37230,6500,62.3,12.5,44944,9898,4.2,3.6,22324,16707,1.6,2.6,2347,415,2.4,2.2,26088,11357,0.0,1.4,-,**,24.0,13.4,18829,8139,5.4,4.4,57106,29538,44.6,11.2,27047,12091,45.0,10.6,46846,9517,25.4,(X),(X),(X),23.4,(X),(X),(X),22.8,(X),(X),(X)
1400000US36047014800,36047014800,"Census Tract 148, Kings County, New York",492,45,105745,19478,70.3,10.6,118381,23267,33.3,12.1,12555,8473,45.1,10.7,19631,2681,0.0,6.4,-,**,4.3,4.2,5000,4633,22.6,8.8,32327,11217,340,65,131599,26106,10.0,7.1,70735,29270,46.5,18.0,96475,26152,17.9,10.9,134428,46926,14.7,11.2,213870,118325,10.9,9.4,221681,45384,0.0,9.1,-,**,1238,167,43205,7063,97.1,3.4,42443,7449,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,2.9,3.4,68653,57400,0.7,1.2,N,N,96.4,4.3,42710,7418,36.0,(X),(X),(X),35.6,(X),(X),(X),25.1,(X),(X),(X)
1400000US36047014900,36047014900,"Census Tract 149, Kings County, New York",2197,148,119958,10713,91.0,4.2,122245,12039,39.2,7.5,7253,3149,14.2,5.5,13942,2289,2.0,2.2,22068,10569,1.7,1.5,8338,8192,7.3,3.8,20807,6979,1155,180,144422,18120,3.5,3.9,N,N,26.1,9.8,N,N,47.2,10.9,N,N,8.0,4.9,N,N,9.5,5.6,N,N,5.7,5.3,N,N,5581,509,48735,3993,78.1,5.6,52715,5419,5.1,2.8,32178,25188,0.0,0.6,-,**,7.8,3.5,54037,9250,0.0,0.6,-,**,6.9,3.4,20319,9819,2.2,2.0,15877,15906,15.9,5.2,29461,7423,70.3,6.4,54627,5946,11.6,(X),(X),(X),10.2,(X),(X),(X),10.2,(X),(X),(X)
1400000US36047015000,36047015000,"Census Tract 150, Kings County, New York",617,84,90876,13575,73.9,8.9,98288,16209,29.0,10.0,12719,7216,42.8,9.6,18128,3414,4.2,3.8,12577,5247,1.0,1.4,1500,11,18.0,7.4,30784,14620,475,94,104507,16067,15.2,7.6,N,N,18.1,10.9,N,N,53.1,15.2,N,N,9.1,6.4,N,N,4.6,6.2,N,N,0.0,6.6,N,N,1666,258,34291,4747,89.3,10.3,35504,4533,0.1,0.2,N,N,0.0,1.9,-,**,10.6,10.3,24312,17689,0.0,1.9,-,**,0.1,0.1,N,N,0.0,1.9,-,**,2.4,2.8,25718,5289,87.0,10.5,35763,4629,33.2,(X),(X),(X),32.6,(X),(X),(X),27.7,(X),(X),(X)
1400000US36047015100,36047015100,"Census Tract 151, Kings County, New York",1556,91,152702,18977,91.5,4.2,149439,18551,40.1,7.3,15191,6847,15.6,3.6,24082,4076,3.0,2.6,9477,2583,1.2,1.3,4868,692,13.9,5.1,33494,8852,928,139,188384,26947,1.6,1.3,N,N,33.2,9.3,N,N,53.8,9.7,N,N,5.6,4.2,N,N,4.8,4.6,N,N,1.0,1.6,N,N,3823,382,62818,7410,80.3,5.4,67991,8539,2.1,2.0,28339,17087,0.0,0.8,-,**,3.7,1.4,86657,33202,0.0,0.8,-,**,6.3,3.9,46260,38837,7.5,2.8,19604,17445,12.2,5.0,24101,9964,73.2,5.6,72168,8637,21.8,(X),(X),(X),16.9,(X),(X),(X),14.5,(X),(X),(X)
1400000US36047015200,36047015200,"Census Tract 152, Kings County, New York",917,58,93330,16859,84.6,5.1,94799,20112,27.9,6.7,6343,2664,27.8,7.0,18292,2394,4.3,3.3,6582,1527,2.5,2.8,1443,502,17.9,6.7,25232,12662,641,79,88317,12844,11.4,5.0,49945,29150,35.9,9.6,63573,9013,21.1,6.7,129613,33391,18.7,9.7,89671,37757,7.5,4.8,100894,27694,5.5,4.3,149774,68197,2527,276,35589,7626,75.0,8.2,39413,10400,2.0,1.5,21880,14601,0.0,1.3,-,**,20.1,7.8,26225,6079,0.0,1.3,-,**,1.9,1.8,12821,4686,1.1,1.1,9704,10471,14.2,6.7,29740,12317,63.4,9.2,40842,11944,40.9,(X),(X),(X),37.3,(X),(X),(X),30.0,(X),(X),(X)
1400000US36047015300,36047015300,"Census Tract 153, Kings County, New York",1151,118,163975,23261,91.5,4.3,155443,23085,45.4,8.8,28456,12939,17.6,6.4,17742,4624,0.0,2.8,-,**,0.6,1.0,6086,24,12.5,4.8,40377,13356,714,116,193036,31759,7.0,4.8,N,N,29.7,11.4,N,N,44.7,11.3,N,N,13.4,8.2,N,N,2.9,2.1,N,N,2.2,3.7,N,N,2949,353,65922,7939,79.4,6.2,71109,9365,4.5,2.9,21549,12023,0.0,1.1,-,**,9.6,5.0,65670,20284,0.0,1.1,-,**,2.7,2.0,13896,15609,3.8,2.5,47568,40655,11.3,6.5,44308,16116,72.8,7.8,73411,9424,14.2,(X),(X),(X),13.0,(X),(X),(X),12.9,(X),(X),(X)
1400000US36047015400,36047015400,"Census Tract 154, Kings County, New York",0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
1400000US36047015500,36047015500,"Census Tract 155, Kings County, New York",1432,91,173658,25402,90.2,4.2,171424,25051,45.1,8.1,26543,14193,15.3,4.5,16657,2255,0.7,1.2,5750,21,0.6,0.9,-,**,8.9,4.1,31134,8944,961,117,206314,38421,3.6,3.5,N,N,22.9,7.9,N,N,47.2,9.8,N,N,13.6,6.7,N,N,11.7,6.7,N,N,0.9,1.5,N,N,3560,361,70559,11026,83.0,5.2,76634,13517,6.0,3.3,42128,11096,0.6,0.8,N,N,3.2,1.9,62829,20096,0.0,0.9,-,**,1.2,0.9,6615,12133,5.9,3.2,29362,14222,7.4,4.2,33201,8259,79.6,5.6,78692,13820,19.1,(X),(X),(X),21.1,(X),(X),(X),11.9,(X),(X),(X)
1400000US36047015700,36047015700,"Census Tract 157, Kings County, New York",1985,121,153194,19826,87.2,5.5,154441,20078,44.6,6.7,21120,12187,17.9,4.6,20985,3689,3.2,3.8,16575,2384,0.6,0.9,8708,14,11.8,5.1,38833,16977,1112,158,190803,33554,9.9,7.7,90535,40090,15.5,8.1,126571,46097,66.7,11.2,229580,46124,7.9,6.2,114716,18611,0.0,2.9,-,**,0.0,2.9,-,**,4264,390,71670,8628,87.3,4.4,72111,9619,1.5,1.3,69752,15369,0.6,0.9,N,N,6.9,2.6,97341,67246,0.0,0.8,-,**,0.8,0.8,108441,54072,2.9,2.2,-,**,1.2,1.6,53083,35956,86.9,4.3,71986,9679,15.9,(X),(X),(X),16.0,(X),(X),(X),12.0,(X),(X),(X)
